GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,OPTAX.id,OPTAX.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQ1T,EMP
0100000US,,United States,8112124,Office machine repair and maintenance,A,All establishments,850,50 largest firms,2002,78,443370,49.6,121560,29388,3200
0100000US,,United States,8112124,Office machine repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,1330,893357,100.0,295468,73418,9817
0100000US,,United States,8112124,Office machine repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,11,147531,16.5,38455,9213,1042
0100000US,,United States,8112124,Office machine repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,18,222344,24.9,55386,13591,1439
0100000US,,United States,8112124,Office machine repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,42,325355,36.4,81437,19850,2118
0100000US,,United States,8112124,Office machine repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,78,443370,49.6,121560,29388,3200
0100000US,,United States,811213,Communication equipment repair and maintenance,A,All establishments,001,All firms,2002,1817,2026408,100.0,622381,154872,18450
0100000US,,United States,811213,Communication equipment repair and maintenance,A,All establishments,804,4 largest firms,2002,37,481838,23.8,118916,34466,3356
0100000US,,United States,811213,Communication equipment repair and maintenance,A,All establishments,808,8 largest firms,2002,64,573094,28.3,142755,40290,4082
0100000US,,United States,811213,Communication equipment repair and maintenance,A,All establishments,820,20 largest firms,2002,85,738026,36.4,193447,50156,5220
0100000US,,United States,811213,Communication equipment repair and maintenance,A,All establishments,850,50 largest firms,2002,176,995348,49.1,272222,68943,7370
0100000US,,United States,811213,Communication equipment repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,1817,2026408,100.0,622381,154872,18450
0100000US,,United States,811213,Communication equipment repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,37,481838,23.8,118916,34466,3356
0100000US,,United States,811213,Communication equipment repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,64,573094,28.3,142755,40290,4082
0100000US,,United States,811213,Communication equipment repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,85,738026,36.4,193447,50156,5220
0100000US,,United States,811213,Communication equipment repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,176,995348,49.1,272222,68943,7370
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,A,All establishments,001,All firms,2002,3264,5092789,100.0,1580304,396264,35031
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,A,All establishments,804,4 largest firms,2002,197,2160322,42.4,479413,124332,8882
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,A,All establishments,808,8 largest firms,2002,226,2418181,47.5,600934,160041,10599
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,A,All establishments,820,20 largest firms,2002,415,2871421,56.4,784627,205141,14790
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,A,All establishments,850,50 largest firms,2002,493,3265580,64.1,933908,240599,17868
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,3264,5092789,100.0,1580304,396264,35031
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,197,2160322,42.4,479413,124332,8882
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,226,2418181,47.5,600934,160041,10599
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,415,2871421,56.4,784627,205141,14790
0100000US,,United States,811219,Other electronic and precision equipment repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,493,3265580,64.1,933908,240599,17868
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,81131,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,A,All establishments,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,24519,19485118,100.0,5890838,1434155,173436
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,108,935194,4.8,241872,67919,5040
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,163,1486099,7.6,439920,118682,9605
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,335,2431490,12.5,682865,176325,14765
0100000US,,United States,811310,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,471,3620250,18.6,1026508,256868,22558
0100000US,,United States,8113104,Welding repair,A,All establishments,001,All firms,2002,3980,1699206,100.0,541764,130983,20211
0100000US,,United States,8113104,Welding repair,A,All establishments,804,4 largest firms,2002,5,47393,2.8,16168,4018,258
0100000US,,United States,8113104,Welding repair,A,All establishments,808,8 largest firms,2002,10,80332,4.7,23570,5734,454
0100000US,,United States,8113104,Welding repair,A,All establishments,820,20 largest firms,2002,22,152654,9.0,48314,11093,982
0100000US,,United States,8113104,Welding repair,A,All establishments,850,50 largest firms,2002,57,276453,16.3,89966,20622,2019
0100000US,,United States,8113104,Welding repair,T,Establishments subject to federal income tax,001,All firms,2002,3980,1699206,100.0,541764,130983,20211
0100000US,,United States,8113104,Welding repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,5,47393,2.8,16168,4018,258
0100000US,,United States,8113104,Welding repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,10,80332,4.7,23570,5734,454
0100000US,,United States,8113104,Welding repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,22,152654,9.0,48314,11093,982
0100000US,,United States,8113104,Welding repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,57,276453,16.3,89966,20622,2019
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,A,All establishments,001,All firms,2002,20539,17785912,100.0,5349074,1303172,153225
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,A,All establishments,804,4 largest firms,2002,107,929843,5.2,239940,67636,5026
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,A,All establishments,808,8 largest firms,2002,162,1480748,8.3,437988,118399,9591
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,A,All establishments,820,20 largest firms,2002,333,2417494,13.6,679908,175774,14727
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,A,All establishments,850,50 largest firms,2002,467,3597593,20.2,1021412,255796,22470
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,T,Establishments subject to federal income tax,001,All firms,2002,20539,17785912,100.0,5349074,1303172,153225
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,T,Establishments subject to federal income tax,804,4 largest firms,2002,107,929843,5.2,239940,67636,5026
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,T,Establishments subject to federal income tax,808,8 largest firms,2002,162,1480748,8.3,437988,118399,9591
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,T,Establishments subject to federal income tax,820,20 largest firms,2002,333,2417494,13.6,679908,175774,14727
0100000US,,United States,8113109,Commercial and industrial machinery and equipment repair ,T,Establishments subject to federal income tax,850,50 largest firms,2002,467,3597593,20.2,1021412,255796,22470
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,001,All firms,2002,25136,8618604,100.0,2669453,635230,112626
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,804,4 largest firms,2002,827,D,D,D,D,k
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,808,8 largest firms,2002,856,D,D,D,D,k
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,820,20 largest firms,2002,922,2386301,27.7,839748,203022,30653
0100000US,,United States,8114,Personal and household goods repair and maintenance,A,All establishments,850,50 largest firms,2002,983,2614126,30.3,926693,224190,33049
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,25136,8618604,100.0,2669453,635230,112626
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,827,D,D,D,D,k
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,856,D,D,D,D,k
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,922,2386301,27.7,839748,203022,30653
0100000US,,United States,8114,Personal and household goods repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,983,2614126,30.3,926693,224190,33049
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,A,All establishments,001,All firms,2002,7617,4112589,100.0,1292267,311076,49649
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,A,All establishments,804,4 largest firms,2002,683,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,A,All establishments,808,8 largest firms,2002,714,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,A,All establishments,820,20 largest firms,2002,728,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,A,All establishments,850,50 largest firms,2002,762,2265787,55.1,778313,190002,27622
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,7617,4112589,100.0,1292267,311076,49649
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,683,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,714,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,728,D,D,D,D,k
0100000US,,United States,81141,Home and garden equipment and appliance repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,762,2265787,55.1,778313,190002,27622
0100000US,,United States,811411,Home and garden equipment repair and maintenance,A,All establishments,001,All firms,2002,2381,651224,100.0,145813,34490,7141
0100000US,,United States,811411,Home and garden equipment repair and maintenance,A,All establishments,804,4 largest firms,2002,10,23945,3.7,3535,893,93
0100000US,,United States,811411,Home and garden equipment repair and maintenance,A,All establishments,808,8 largest firms,2002,14,34984,5.4,6593,1667,177
0100000US,,United States,811411,Home and garden equipment repair and maintenance,A,All establishments,820,20 largest firms,2002,27,62523,9.6,11915,2846,364
0100000US,,United States,811411,Home and garden equipment repair and maintenance,A,All establishments,850,50 largest firms,2002,58,111920,17.2,22853,5851,738
0100000US,,United States,811411,Home and garden equipment repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,2381,651224,100.0,145813,34490,7141
0100000US,,United States,811411,Home and garden equipment repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,10,23945,3.7,3535,893,93
0100000US,,United States,811411,Home and garden equipment repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,14,34984,5.4,6593,1667,177
0100000US,,United States,811411,Home and garden equipment repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,27,62523,9.6,11915,2846,364
0100000US,,United States,811411,Home and garden equipment repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,58,111920,17.2,22853,5851,738
0100000US,,United States,811412,Appliance repair and maintenance,A,All establishments,001,All firms,2002,5236,3461365,100.0,1146454,276586,42508
0100000US,,United States,811412,Appliance repair and maintenance,A,All establishments,804,4 largest firms,2002,683,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,A,All establishments,808,8 largest firms,2002,710,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,A,All establishments,820,20 largest firms,2002,724,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,A,All establishments,850,50 largest firms,2002,756,2251210,65.0,778150,189860,27619
0100000US,,United States,811412,Appliance repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,5236,3461365,100.0,1146454,276586,42508
0100000US,,United States,811412,Appliance repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,683,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,710,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,724,D,D,D,D,k
0100000US,,United States,811412,Appliance repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,756,2251210,65.0,778150,189860,27619
0100000US,,United States,81142,Reupholstery and furniture repair,A,All establishments,001,All firms,2002,5778,1265024,100.0,415358,99868,20377
0100000US,,United States,81142,Reupholstery and furniture repair,A,All establishments,804,4 largest firms,2002,4,27039,2.1,12102,2944,502
0100000US,,United States,81142,Reupholstery and furniture repair,A,All establishments,808,8 largest firms,2002,8,43198,3.4,19089,4765,706
0100000US,,United States,81142,Reupholstery and furniture repair,A,All establishments,820,20 largest firms,2002,21,81509,6.4,29096,7204,1048
0100000US,,United States,81142,Reupholstery and furniture repair,A,All establishments,850,50 largest firms,2002,53,141275,11.2,49514,12067,1932
0100000US,,United States,81142,Reupholstery and furniture repair,T,Establishments subject to federal income tax,001,All firms,2002,5778,1265024,100.0,415358,99868,20377
0100000US,,United States,81142,Reupholstery and furniture repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,4,27039,2.1,12102,2944,502
0100000US,,United States,81142,Reupholstery and furniture repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,8,43198,3.4,19089,4765,706
0100000US,,United States,81142,Reupholstery and furniture repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,21,81509,6.4,29096,7204,1048
0100000US,,United States,81142,Reupholstery and furniture repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,53,141275,11.2,49514,12067,1932
0100000US,,United States,811420,Reupholstery and furniture repair,A,All establishments,001,All firms,2002,5778,1265024,100.0,415358,99868,20377
0100000US,,United States,811420,Reupholstery and furniture repair,A,All establishments,804,4 largest firms,2002,4,27039,2.1,12102,2944,502
0100000US,,United States,811420,Reupholstery and furniture repair,A,All establishments,808,8 largest firms,2002,8,43198,3.4,19089,4765,706
0100000US,,United States,811420,Reupholstery and furniture repair,A,All establishments,820,20 largest firms,2002,21,81509,6.4,29096,7204,1048
0100000US,,United States,811420,Reupholstery and furniture repair,A,All establishments,850,50 largest firms,2002,53,141275,11.2,49514,12067,1932
0100000US,,United States,811420,Reupholstery and furniture repair,T,Establishments subject to federal income tax,001,All firms,2002,5778,1265024,100.0,415358,99868,20377
0100000US,,United States,811420,Reupholstery and furniture repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,4,27039,2.1,12102,2944,502
0100000US,,United States,811420,Reupholstery and furniture repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,8,43198,3.4,19089,4765,706
0100000US,,United States,811420,Reupholstery and furniture repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,21,81509,6.4,29096,7204,1048
0100000US,,United States,811420,Reupholstery and furniture repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,53,141275,11.2,49514,12067,1932
0100000US,,United States,81143,Footwear and leather goods repair,A,All establishments,001,All firms,2002,1418,186545,100.0,49130,12349,3115
0100000US,,United States,81143,Footwear and leather goods repair,A,All establishments,804,4 largest firms,2002,33,14426,7.7,3541,947,153
0100000US,,United States,81143,Footwear and leather goods repair,A,All establishments,808,8 largest firms,2002,38,19496,10.5,5360,1366,225
0100000US,,United States,81143,Footwear and leather goods repair,A,All establishments,820,20 largest firms,2002,63,29570,15.9,8821,2135,361
0100000US,,United States,81143,Footwear and leather goods repair,A,All establishments,850,50 largest firms,2002,101,45223,24.2,13577,3366,637
0100000US,,United States,81143,Footwear and leather goods repair,T,Establishments subject to federal income tax,001,All firms,2002,1418,186545,100.0,49130,12349,3115
0100000US,,United States,81143,Footwear and leather goods repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,33,14426,7.7,3541,947,153
0100000US,,United States,81143,Footwear and leather goods repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,38,19496,10.5,5360,1366,225
0100000US,,United States,81143,Footwear and leather goods repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,63,29570,15.9,8821,2135,361
0100000US,,United States,81143,Footwear and leather goods repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,101,45223,24.2,13577,3366,637
0100000US,,United States,811430,Footwear and leather goods repair,A,All establishments,001,All firms,2002,1418,186545,100.0,49130,12349,3115
0100000US,,United States,811430,Footwear and leather goods repair,A,All establishments,804,4 largest firms,2002,33,14426,7.7,3541,947,153
0100000US,,United States,811430,Footwear and leather goods repair,A,All establishments,808,8 largest firms,2002,38,19496,10.5,5360,1366,225
0100000US,,United States,811430,Footwear and leather goods repair,A,All establishments,820,20 largest firms,2002,63,29570,15.9,8821,2135,361
0100000US,,United States,811430,Footwear and leather goods repair,A,All establishments,850,50 largest firms,2002,101,45223,24.2,13577,3366,637
0100000US,,United States,811430,Footwear and leather goods repair,T,Establishments subject to federal income tax,001,All firms,2002,1418,186545,100.0,49130,12349,3115
0100000US,,United States,811430,Footwear and leather goods repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,33,14426,7.7,3541,947,153
0100000US,,United States,811430,Footwear and leather goods repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,38,19496,10.5,5360,1366,225
0100000US,,United States,811430,Footwear and leather goods repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,63,29570,15.9,8821,2135,361
0100000US,,United States,811430,Footwear and leather goods repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,101,45223,24.2,13577,3366,637
0100000US,,United States,81149,Other personal and household goods repair and maintenance,A,All establishments,001,All firms,2002,10323,3054446,100.0,912698,211937,39485
0100000US,,United States,81149,Other personal and household goods repair and maintenance,A,All establishments,804,4 largest firms,2002,185,181289,5.9,90526,20575,3494
0100000US,,United States,81149,Other personal and household goods repair and maintenance,A,All establishments,808,8 largest firms,2002,204,258584,8.5,112101,25638,4181
0100000US,,United States,81149,Other personal and household goods repair and maintenance,A,All establishments,820,20 largest firms,2002,218,378876,12.4,146384,34059,5154
0100000US,,United States,81149,Other personal and household goods repair and maintenance,A,All establishments,850,50 largest firms,2002,271,543174,17.8,200709,46584,6682
0100000US,,United States,81149,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,10323,3054446,100.0,912698,211937,39485
0100000US,,United States,81149,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,185,181289,5.9,90526,20575,3494
0100000US,,United States,81149,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,204,258584,8.5,112101,25638,4181
0100000US,,United States,81149,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,218,378876,12.4,146384,34059,5154
0100000US,,United States,81149,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,271,543174,17.8,200709,46584,6682
0100000US,,United States,811490,Other personal and household goods repair and maintenance,A,All establishments,001,All firms,2002,10323,3054446,100.0,912698,211937,39485
0100000US,,United States,811490,Other personal and household goods repair and maintenance,A,All establishments,804,4 largest firms,2002,185,181289,5.9,90526,20575,3494
0100000US,,United States,811490,Other personal and household goods repair and maintenance,A,All establishments,808,8 largest firms,2002,204,258584,8.5,112101,25638,4181
0100000US,,United States,811490,Other personal and household goods repair and maintenance,A,All establishments,820,20 largest firms,2002,218,378876,12.4,146384,34059,5154
0100000US,,United States,811490,Other personal and household goods repair and maintenance,A,All establishments,850,50 largest firms,2002,271,543174,17.8,200709,46584,6682
0100000US,,United States,811490,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,001,All firms,2002,10323,3054446,100.0,912698,211937,39485
0100000US,,United States,811490,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,804,4 largest firms,2002,185,181289,5.9,90526,20575,3494
0100000US,,United States,811490,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,808,8 largest firms,2002,204,258584,8.5,112101,25638,4181
0100000US,,United States,811490,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,820,20 largest firms,2002,218,378876,12.4,146384,34059,5154
0100000US,,United States,811490,Other personal and household goods repair and maintenance,T,Establishments subject to federal income tax,850,50 largest firms,2002,271,543174,17.8,200709,46584,6682
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",A,All establishments,001,All firms,2002,1649,431618,100.0,136329,33624,5686
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",A,All establishments,804,4 largest firms,2002,186,89958,20.8,38207,9724,1008
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",A,All establishments,808,8 largest firms,2002,190,103944,24.1,39963,10259,1040
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",A,All establishments,820,20 largest firms,2002,217,130962,30.3,47544,12366,1284
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",A,All establishments,850,50 largest firms,2002,249,171692,39.8,61977,15577,1745
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",T,Establishments subject to federal income tax,001,All firms,2002,1649,431618,100.0,136329,33624,5686
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",T,Establishments subject to federal income tax,804,4 largest firms,2002,186,89958,20.8,38207,9724,1008
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",T,Establishments subject to federal income tax,808,8 largest firms,2002,190,103944,24.1,39963,10259,1040
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",T,Establishments subject to federal income tax,820,20 largest firms,2002,217,130962,30.3,47544,12366,1284
0100000US,,United States,8114901,"Watch, clock, and jewelry repair",T,Establishments subject to federal income tax,850,50 largest firms,2002,249,171692,39.8,61977,15577,1745
0100000US,,United States,8114902,Boat repair,A,All establishments,001,All firms,2002,2345,1101990,100.0,302679,68762,10586
0100000US,,United States,8114902,Boat repair,A,All establishments,804,4 largest firms,2002,4,72246,6.6,21675,4720,477
0100000US,,United States,8114902,Boat repair,A,All establishments,808,8 largest firms,2002,9,112990,10.3,30548,6814,862
0100000US,,United States,8114902,Boat repair,A,All establishments,820,20 largest firms,2002,23,185881,16.9,54603,12135,1375
0100000US,,United States,8114902,Boat repair,A,All establishments,850,50 largest firms,2002,53,301307,27.3,90299,20778,2233
0100000US,,United States,8114902,Boat repair,T,Establishments subject to federal income tax,001,All firms,2002,2345,1101990,100.0,302679,68762,10586
0100000US,,United States,8114902,Boat repair,T,Establishments subject to federal income tax,804,4 largest firms,2002,4,72246,6.6,21675,4720,477
0100000US,,United States,8114902,Boat repair,T,Establishments subject to federal income tax,808,8 largest firms,2002,9,112990,10.3,30548,6814,862
0100000US,,United States,8114902,Boat repair,T,Establishments subject to federal income tax,820,20 largest firms,2002,23,185881,16.9,54603,12135,1375
0100000US,,United States,8114902,Boat repair,T,Establishments subject to federal income tax,850,50 largest firms,2002,53,301307,27.3,90299,20778,2233
0100000US,,United States,8114904,Garment repair and alteration services,A,All establishments,001,All firms,2002,2545,364774,100.0,122102,28561,7748
0100000US,,United States,8114904,Garment repair and alteration services,A,All establishments,804,4 largest firms,2002,21,20907,5.7,11210,2710,408
0100000US,,United States,8114904,Garment repair and alteration services,A,All establishments,808,8 largest firms,2002,26,33769,9.3,16139,3940,589
