GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQ1T,EMP
0100000US,,United States,516,Internet publishing and broadcasting ,804,4 largest firms,2002,68,1591861,25.0,589216,159395,8896
0100000US,,United States,516,Internet publishing and broadcasting ,808,8 largest firms,2002,88,2054205,32.3,751039,200652,10858
0100000US,,United States,516,Internet publishing and broadcasting ,820,20 largest firms,2002,127,2967669,46.6,1008885,268937,15649
0100000US,,United States,516,Internet publishing and broadcasting ,850,50 largest firms,2002,276,4048927,63.6,1418020,385419,21712
0100000US,,United States,5161,Internet publishing and broadcasting ,001,All firms,2002,2057,6363468,100.0,2346256,635008,40021
0100000US,,United States,5161,Internet publishing and broadcasting ,804,4 largest firms,2002,68,1591861,25.0,589216,159395,8896
0100000US,,United States,5161,Internet publishing and broadcasting ,808,8 largest firms,2002,88,2054205,32.3,751039,200652,10858
0100000US,,United States,5161,Internet publishing and broadcasting ,820,20 largest firms,2002,127,2967669,46.6,1008885,268937,15649
0100000US,,United States,5161,Internet publishing and broadcasting ,850,50 largest firms,2002,276,4048927,63.6,1418020,385419,21712
0100000US,,United States,51611,Internet publishing and broadcasting ,001,All firms,2002,2057,6363468,100.0,2346256,635008,40021
0100000US,,United States,51611,Internet publishing and broadcasting ,804,4 largest firms,2002,68,1591861,25.0,589216,159395,8896
0100000US,,United States,51611,Internet publishing and broadcasting ,808,8 largest firms,2002,88,2054205,32.3,751039,200652,10858
0100000US,,United States,51611,Internet publishing and broadcasting ,820,20 largest firms,2002,127,2967669,46.6,1008885,268937,15649
0100000US,,United States,51611,Internet publishing and broadcasting ,850,50 largest firms,2002,276,4048927,63.6,1418020,385419,21712
0100000US,,United States,516110,Internet publishing and broadcasting ,001,All firms,2002,2057,6363468,100.0,2346256,635008,40021
0100000US,,United States,516110,Internet publishing and broadcasting ,804,4 largest firms,2002,68,1591861,25.0,589216,159395,8896
0100000US,,United States,516110,Internet publishing and broadcasting ,808,8 largest firms,2002,88,2054205,32.3,751039,200652,10858
0100000US,,United States,516110,Internet publishing and broadcasting ,820,20 largest firms,2002,127,2967669,46.6,1008885,268937,15649
0100000US,,United States,516110,Internet publishing and broadcasting ,850,50 largest firms,2002,276,4048927,63.6,1418020,385419,21712
0100000US,,United States,517,Telecommunications,001,All firms,2002,49275,411644543,100.0,72181547,19424069,1440141
0100000US,,United States,517,Telecommunications,804,4 largest firms,2002,20217,187685834,45.6,37261325,10123267,685956
0100000US,,United States,517,Telecommunications,808,8 largest firms,2002,27402,261101296,63.4,48070682,12992618,905235
0100000US,,United States,517,Telecommunications,820,20 largest firms,2002,31609,324457111,78.8,56284859,15106577,1104808
0100000US,,United States,517,Telecommunications,850,50 largest firms,2002,34845,355746924,86.4,61423998,16576777,1206491
0100000US,,United States,5171,Wired telecommunications carriers,001,All firms,2002,27955,237697299,100.0,47496436,12932377,842426
0100000US,,United States,5171,Wired telecommunications carriers,804,4 largest firms,2002,14880,141854118,59.7,29382848,7753276,490924
0100000US,,United States,5171,Wired telecommunications carriers,808,8 largest firms,2002,21092,192294117,80.9,38174412,10321297,665728
0100000US,,United States,5171,Wired telecommunications carriers,820,20 largest firms,2002,22953,208808097,87.8,41430509,11270079,727295
0100000US,,United States,5171,Wired telecommunications carriers,850,50 largest firms,2002,23819,219984373,92.5,43569456,11894926,762986
0100000US,,United States,51711,Wired telecommunications carriers,001,All firms,2002,27955,237697299,100.0,47496436,12932377,842426
0100000US,,United States,51711,Wired telecommunications carriers,804,4 largest firms,2002,14880,141854118,59.7,29382848,7753276,490924
0100000US,,United States,51711,Wired telecommunications carriers,808,8 largest firms,2002,21092,192294117,80.9,38174412,10321297,665728
0100000US,,United States,51711,Wired telecommunications carriers,820,20 largest firms,2002,22953,208808097,87.8,41430509,11270079,727295
0100000US,,United States,51711,Wired telecommunications carriers,850,50 largest firms,2002,23819,219984373,92.5,43569456,11894926,762986
0100000US,,United States,517110,Wired telecommunications carriers,001,All firms,2002,27955,237697299,100.0,47496436,12932377,842426
0100000US,,United States,517110,Wired telecommunications carriers,804,4 largest firms,2002,14880,141854118,59.7,29382848,7753276,490924
0100000US,,United States,517110,Wired telecommunications carriers,808,8 largest firms,2002,21092,192294117,80.9,38174412,10321297,665728
0100000US,,United States,517110,Wired telecommunications carriers,820,20 largest firms,2002,22953,208808097,87.8,41430509,11270079,727295
0100000US,,United States,517110,Wired telecommunications carriers,850,50 largest firms,2002,23819,219984373,92.5,43569456,11894926,762986
0100000US,,United States,5172,Wireless telecommunications carriers (except satellite),001,All firms,2002,11155,99192758,100.0,13206715,3555292,281415
0100000US,,United States,5172,Wireless telecommunications carriers (except satellite),804,4 largest firms,2002,4577,61172578,61.7,8025828,2267636,165974
0100000US,,United States,5172,Wireless telecommunications carriers (except satellite),808,8 largest firms,2002,5860,81042998,81.7,10459057,2843637,213005
0100000US,,United States,5172,Wireless telecommunications carriers (except satellite),820,20 largest firms,2002,7115,89247293,90.0,11545308,3120879,238951
0100000US,,United States,5172,Wireless telecommunications carriers (except satellite),850,50 largest firms,2002,7437,93916444,94.7,12154134,3280797,253364
0100000US,,United States,51721,Wireless telecommunications carriers (except satellite),001,All firms,2002,11155,99192758,100.0,13206715,3555292,281415
0100000US,,United States,51721,Wireless telecommunications carriers (except satellite),804,4 largest firms,2002,4577,61172578,61.7,8025828,2267636,165974
0100000US,,United States,51721,Wireless telecommunications carriers (except satellite),808,8 largest firms,2002,5860,81042998,81.7,10459057,2843637,213005
0100000US,,United States,51721,Wireless telecommunications carriers (except satellite),820,20 largest firms,2002,7115,89247293,90.0,11545308,3120879,238951
0100000US,,United States,51721,Wireless telecommunications carriers (except satellite),850,50 largest firms,2002,7437,93916444,94.7,12154134,3280797,253364
0100000US,,United States,517211,Paging,001,All firms,2002,1643,2662566,100.0,678122,181088,19556
0100000US,,United States,517211,Paging,804,4 largest firms,2002,278,1554401,58.4,353152,93356,9512
0100000US,,United States,517211,Paging,808,8 largest firms,2002,344,1705788,64.1,410761,110457,10668
0100000US,,United States,517211,Paging,820,20 largest firms,2002,448,1925194,72.3,480067,128620,12289
0100000US,,United States,517211,Paging,850,50 largest firms,2002,527,2125347,79.8,528034,141085,13960
0100000US,,United States,517212,Cellular and other wireless telecommunications ,001,All firms,2002,9512,96530192,100.0,12528593,3374204,261859
0100000US,,United States,517212,Cellular and other wireless telecommunications ,804,4 largest firms,2002,4577,61172578,63.4,8025828,2267636,165974
0100000US,,United States,517212,Cellular and other wireless telecommunications ,808,8 largest firms,2002,5857,81015182,83.9,10450382,2841285,212848
0100000US,,United States,517212,Cellular and other wireless telecommunications ,820,20 largest firms,2002,6827,88704225,91.9,11335522,3062423,233074
0100000US,,United States,517212,Cellular and other wireless telecommunications ,850,50 largest firms,2002,7143,92510162,95.8,11810974,3189232,243931
0100000US,,United States,5173,Telecommunications resellers,001,All firms,2002,2525,9716887,100.0,1396793,377241,34452
0100000US,,United States,5173,Telecommunications resellers,804,4 largest firms,2002,5,2461386,25.3,195112,57783,3595
0100000US,,United States,5173,Telecommunications resellers,808,8 largest firms,2002,65,3119125,32.1,293547,83205,6013
0100000US,,United States,5173,Telecommunications resellers,820,20 largest firms,2002,97,4194268,43.2,481403,132433,10135
0100000US,,United States,5173,Telecommunications resellers,850,50 largest firms,2002,248,5451061,56.1,645096,180021,14513
0100000US,,United States,51731,Telecommunications resellers,001,All firms,2002,2525,9716887,100.0,1396793,377241,34452
0100000US,,United States,51731,Telecommunications resellers,804,4 largest firms,2002,5,2461386,25.3,195112,57783,3595
0100000US,,United States,51731,Telecommunications resellers,808,8 largest firms,2002,65,3119125,32.1,293547,83205,6013
0100000US,,United States,51731,Telecommunications resellers,820,20 largest firms,2002,97,4194268,43.2,481403,132433,10135
0100000US,,United States,51731,Telecommunications resellers,850,50 largest firms,2002,248,5451061,56.1,645096,180021,14513
0100000US,,United States,517310,Telecommunications resellers,001,All firms,2002,2525,9716887,100.0,1396793,377241,34452
0100000US,,United States,517310,Telecommunications resellers,804,4 largest firms,2002,5,2461386,25.3,195112,57783,3595
0100000US,,United States,517310,Telecommunications resellers,808,8 largest firms,2002,65,3119125,32.1,293547,83205,6013
0100000US,,United States,517310,Telecommunications resellers,820,20 largest firms,2002,97,4194268,43.2,481403,132433,10135
0100000US,,United States,517310,Telecommunications resellers,850,50 largest firms,2002,248,5451061,56.1,645096,180021,14513
0100000US,,United States,5174,Satellite telecommunications,001,All firms,2002,646,5748139,100.0,914593,250699,14418
0100000US,,United States,5174,Satellite telecommunications,804,4 largest firms,2002,33,1987296,34.6,237813,68806,2390
0100000US,,United States,5174,Satellite telecommunications,808,8 largest firms,2002,82,2826018,49.2,344296,94912,4140
0100000US,,United States,5174,Satellite telecommunications,820,20 largest firms,2002,141,3995794,69.5,580656,159222,8395
0100000US,,United States,5174,Satellite telecommunications,850,50 largest firms,2002,204,5017957,87.3,746506,205525,10969
0100000US,,United States,51741,Satellite telecommunications,001,All firms,2002,646,5748139,100.0,914593,250699,14418
0100000US,,United States,51741,Satellite telecommunications,804,4 largest firms,2002,33,1987296,34.6,237813,68806,2390
0100000US,,United States,51741,Satellite telecommunications,808,8 largest firms,2002,82,2826018,49.2,344296,94912,4140
0100000US,,United States,51741,Satellite telecommunications,820,20 largest firms,2002,141,3995794,69.5,580656,159222,8395
0100000US,,United States,51741,Satellite telecommunications,850,50 largest firms,2002,204,5017957,87.3,746506,205525,10969
0100000US,,United States,517410,Satellite telecommunications,001,All firms,2002,646,5748139,100.0,914593,250699,14418
0100000US,,United States,517410,Satellite telecommunications,804,4 largest firms,2002,33,1987296,34.6,237813,68806,2390
0100000US,,United States,517410,Satellite telecommunications,808,8 largest firms,2002,82,2826018,49.2,344296,94912,4140
0100000US,,United States,517410,Satellite telecommunications,820,20 largest firms,2002,141,3995794,69.5,580656,159222,8395
0100000US,,United States,517410,Satellite telecommunications,850,50 largest firms,2002,204,5017957,87.3,746506,205525,10969
0100000US,,United States,5175,Cable and other program distribution,001,All firms,2002,6288,57708708,100.0,8553052,2146617,256015
0100000US,,United States,5175,Cable and other program distribution,804,4 largest firms,2002,2665,28379241,49.2,4458413,1141068,136248
0100000US,,United States,5175,Cable and other program distribution,808,8 largest firms,2002,3874,45119274,78.2,6611536,1647332,204397
0100000US,,United States,5175,Cable and other program distribution,820,20 largest firms,2002,4440,52637645,91.2,7670896,1918050,230093
0100000US,,United States,5175,Cable and other program distribution,850,50 largest firms,2002,4705,55293941,95.8,8038136,2009711,239785
0100000US,,United States,51751,Cable and other program distribution,001,All firms,2002,6288,57708708,100.0,8553052,2146617,256015
0100000US,,United States,51751,Cable and other program distribution,804,4 largest firms,2002,2665,28379241,49.2,4458413,1141068,136248
0100000US,,United States,51751,Cable and other program distribution,808,8 largest firms,2002,3874,45119274,78.2,6611536,1647332,204397
0100000US,,United States,51751,Cable and other program distribution,820,20 largest firms,2002,4440,52637645,91.2,7670896,1918050,230093
0100000US,,United States,51751,Cable and other program distribution,850,50 largest firms,2002,4705,55293941,95.8,8038136,2009711,239785
0100000US,,United States,517510,Cable and other program distribution,001,All firms,2002,6288,57708708,100.0,8553052,2146617,256015
0100000US,,United States,517510,Cable and other program distribution,804,4 largest firms,2002,2665,28379241,49.2,4458413,1141068,136248
0100000US,,United States,517510,Cable and other program distribution,808,8 largest firms,2002,3874,45119274,78.2,6611536,1647332,204397
0100000US,,United States,517510,Cable and other program distribution,820,20 largest firms,2002,4440,52637645,91.2,7670896,1918050,230093
0100000US,,United States,517510,Cable and other program distribution,850,50 largest firms,2002,4705,55293941,95.8,8038136,2009711,239785
0100000US,,United States,5179,Other telecommunications,001,All firms,2002,706,1580752,100.0,613958,161843,11415
0100000US,,United States,5179,Other telecommunications,804,4 largest firms,2002,64,495577,31.4,171686,47387,3486
0100000US,,United States,5179,Other telecommunications,808,8 largest firms,2002,86,747733,47.3,280037,74099,5107
0100000US,,United States,5179,Other telecommunications,820,20 largest firms,2002,118,1086946,68.8,439760,115703,7385
0100000US,,United States,5179,Other telecommunications,850,50 largest firms,2002,276,1331421,84.2,531515,140299,8654
0100000US,,United States,51791,Other telecommunications,001,All firms,2002,706,1580752,100.0,613958,161843,11415
0100000US,,United States,51791,Other telecommunications,804,4 largest firms,2002,64,495577,31.4,171686,47387,3486
0100000US,,United States,51791,Other telecommunications,808,8 largest firms,2002,86,747733,47.3,280037,74099,5107
0100000US,,United States,51791,Other telecommunications,820,20 largest firms,2002,118,1086946,68.8,439760,115703,7385
0100000US,,United States,51791,Other telecommunications,850,50 largest firms,2002,276,1331421,84.2,531515,140299,8654
0100000US,,United States,517910,Other telecommunications,001,All firms,2002,706,1580752,100.0,613958,161843,11415
0100000US,,United States,517910,Other telecommunications,804,4 largest firms,2002,64,495577,31.4,171686,47387,3486
0100000US,,United States,517910,Other telecommunications,808,8 largest firms,2002,86,747733,47.3,280037,74099,5107
0100000US,,United States,517910,Other telecommunications,820,20 largest firms,2002,118,1086946,68.8,439760,115703,7385
0100000US,,United States,517910,Other telecommunications,850,50 largest firms,2002,276,1331421,84.2,531515,140299,8654
0100000US,,United States,518,"Data processing, hosting and related services",001,All firms,2002,18589,74507785,100.0,25718584,7036941,514046
0100000US,,United States,518,"Data processing, hosting and related services",804,4 largest firms,2002,3357,24656714,33.1,5937284,1741678,119881
0100000US,,United States,518,"Data processing, hosting and related services",808,8 largest firms,2002,3577,29509217,39.6,6913803,1999573,141708
0100000US,,United States,518,"Data processing, hosting and related services",820,20 largest firms,2002,3960,36886633,49.5,9127492,2620813,176949
0100000US,,United States,518,"Data processing, hosting and related services",850,50 largest firms,2002,4460,45099346,60.5,11713111,3360626,227421
0100000US,,United States,5181,Internet service providers ,001,All firms,2002,4820,21418640,100.0,4451406,1278966,79770
0100000US,,United States,5181,Internet service providers ,804,4 largest firms,2002,155,11369031,53.1,1600787,450744,25143
0100000US,,United States,5181,Internet service providers ,808,8 largest firms,2002,233,12941545,60.4,1838853,508473,27968
0100000US,,United States,5181,Internet service providers ,820,20 largest firms,2002,332,15137249,70.7,2608675,769085,38782
0100000US,,United States,5181,Internet service providers ,850,50 largest firms,2002,408,16871549,78.8,3137859,925979,46096
0100000US,,United States,51811,Internet service providers,001,All firms,2002,4820,21418640,100.0,4451406,1278966,79770
0100000US,,United States,51811,Internet service providers,804,4 largest firms,2002,155,11369031,53.1,1600787,450744,25143
0100000US,,United States,51811,Internet service providers,808,8 largest firms,2002,233,12941545,60.4,1838853,508473,27968
0100000US,,United States,51811,Internet service providers,820,20 largest firms,2002,332,15137249,70.7,2608675,769085,38782
0100000US,,United States,51811,Internet service providers,850,50 largest firms,2002,408,16871549,78.8,3137859,925979,46096
0100000US,,United States,518111,Internet service providers ,001,All firms,2002,4370,18710967,100.0,3527917,1018955,69833
0100000US,,United States,518111,Internet service providers ,804,4 largest firms,2002,180,11105283,59.4,1285297,342548,23736
0100000US,,United States,518111,Internet service providers ,808,8 largest firms,2002,245,12416556,66.4,1688500,496314,28938
0100000US,,United States,518111,Internet service providers ,820,20 largest firms,2002,326,13850404,74.0,2146953,628250,36215
0100000US,,United States,518111,Internet service providers ,850,50 largest firms,2002,407,15122558,80.8,2533086,751208,42425
0100000US,,United States,518112,Web search portals,001,All firms,2002,450,2707673,100.0,923489,260011,9937
0100000US,,United States,518112,Web search portals,804,4 largest firms,2002,8,1557258,57.5,510367,159333,3344
0100000US,,United States,518112,Web search portals,808,8 largest firms,2002,16,1926763,71.2,640056,192710,4856
0100000US,,United States,518112,Web search portals,820,20 largest firms,2002,39,2331830,86.1,774121,222591,6315
0100000US,,United States,518112,Web search portals,850,50 largest firms,2002,92,2533784,93.6,849484,240781,7958
0100000US,,United States,5182,"Data processing, hosting, and related services",001,All firms,2002,13769,53089145,100.0,21267178,5757975,434276
0100000US,,United States,5182,"Data processing, hosting, and related services",804,4 largest firms,2002,3390,17904000,33.7,5461195,1619076,115414
0100000US,,United States,5182,"Data processing, hosting, and related services",808,8 largest firms,2002,3518,21043722,39.6,6474316,1862861,134341
0100000US,,United States,5182,"Data processing, hosting, and related services",820,20 largest firms,2002,3795,26686791,50.3,8219969,2360791,171966
0100000US,,United States,5182,"Data processing, hosting, and related services",850,50 largest firms,2002,4196,32398095,61.0,10046346,2831059,206504
0100000US,,United States,51821,"Data processing, hosting, and related services",001,All firms,2002,13769,53089145,100.0,21267178,5757975,434276
0100000US,,United States,51821,"Data processing, hosting, and related services",804,4 largest firms,2002,3390,17904000,33.7,5461195,1619076,115414
0100000US,,United States,51821,"Data processing, hosting, and related services",808,8 largest firms,2002,3518,21043722,39.6,6474316,1862861,134341
0100000US,,United States,51821,"Data processing, hosting, and related services",820,20 largest firms,2002,3795,26686791,50.3,8219969,2360791,171966
0100000US,,United States,51821,"Data processing, hosting, and related services",850,50 largest firms,2002,4196,32398095,61.0,10046346,2831059,206504
0100000US,,United States,518210,"Data processing, hosting, and related services",001,All firms,2002,13769,53089145,100.0,21267178,5757975,434276
0100000US,,United States,518210,"Data processing, hosting, and related services",804,4 largest firms,2002,3390,17904000,33.7,5461195,1619076,115414
0100000US,,United States,518210,"Data processing, hosting, and related services",808,8 largest firms,2002,3518,21043722,39.6,6474316,1862861,134341
0100000US,,United States,518210,"Data processing, hosting, and related services",820,20 largest firms,2002,3795,26686791,50.3,8219969,2360791,171966
0100000US,,United States,518210,"Data processing, hosting, and related services",850,50 largest firms,2002,4196,32398095,61.0,10046346,2831059,206504
0100000US,,United States,519,Other information services,001,All firms,2002,3472,4901305,100.0,1705050,425064,57759
0100000US,,United States,519,Other information services,804,4 largest firms,2002,160,1504587,30.7,431889,105485,12076
0100000US,,United States,519,Other information services,808,8 largest firms,2002,285,2202276,44.9,650379,160546,18563
0100000US,,United States,519,Other information services,820,20 largest firms,2002,332,2951272,60.2,904743,225164,24148
0100000US,,United States,519,Other information services,850,50 largest firms,2002,442,3487382,71.2,1090118,270490,29469
0100000US,,United States,5191,Other information services,001,All firms,2002,3472,4901305,100.0,1705050,425064,57759
0100000US,,United States,5191,Other information services,804,4 largest firms,2002,160,1504587,30.7,431889,105485,12076
0100000US,,United States,5191,Other information services,808,8 largest firms,2002,285,2202276,44.9,650379,160546,18563
0100000US,,United States,5191,Other information services,820,20 largest firms,2002,332,2951272,60.2,904743,225164,24148
0100000US,,United States,5191,Other information services,850,50 largest firms,2002,442,3487382,71.2,1090118,270490,29469
0100000US,,United States,51911,News syndicates,001,All firms,2002,535,1843668,100.0,586683,147593,10578
0100000US,,United States,51911,News syndicates,804,4 largest firms,2002,170,1064126,57.7,312997,76580,5471
0100000US,,United States,51911,News syndicates,808,8 largest firms,2002,182,1290254,70.0,378928,94423,6806
0100000US,,United States,51911,News syndicates,820,20 largest firms,2002,221,1543216,83.7,449585,113356,7812
0100000US,,United States,51911,News syndicates,850,50 largest firms,2002,280,1742883,94.5,539514,136296,9400
0100000US,,United States,519110,News syndicates,001,All firms,2002,535,1843668,100.0,586683,147593,10578
0100000US,,United States,519110,News syndicates,804,4 largest firms,2002,170,1064126,57.7,312997,76580,5471
0100000US,,United States,519110,News syndicates,808,8 largest firms,2002,182,1290254,70.0,378928,94423,6806
0100000US,,United States,519110,News syndicates,820,20 largest firms,2002,221,1543216,83.7,449585,113356,7812
0100000US,,United States,519110,News syndicates,850,50 largest firms,2002,280,1742883,94.5,539514,136296,9400
0100000US,,United States,51912,Libraries and archives,001,All firms,2002,2680,1649136,100.0,704681,174736,33359
0100000US,,United States,51912,Libraries and archives,804,4 largest firms,2002,90,439144,26.6,176677,43300,5606
0100000US,,United States,51912,Libraries and archives,808,8 largest firms,2002,114,527600,32.0,212917,52491,7418
0100000US,,United States,51912,Libraries and archives,820,20 largest firms,2002,145,685337,41.6,277579,68111,9706
0100000US,,United States,51912,Libraries and archives,850,50 largest firms,2002,225,874510,53.0,355814,87262,13124
0100000US,,United States,519120,Libraries and archives,001,All firms,2002,2680,1649136,100.0,704681,174736,33359
0100000US,,United States,519120,Libraries and archives,804,4 largest firms,2002,90,439144,26.6,176677,43300,5606
0100000US,,United States,519120,Libraries and archives,808,8 largest firms,2002,114,527600,32.0,212917,52491,7418
0100000US,,United States,519120,Libraries and archives,820,20 largest firms,2002,145,685337,41.6,277579,68111,9706
0100000US,,United States,519120,Libraries and archives,850,50 largest firms,2002,225,874510,53.0,355814,87262,13124
0100000US,,United States,51919,All other information services,001,All firms,2002,257,1408501,100.0,413686,102735,13822
0100000US,,United States,51919,All other information services,804,4 largest firms,2002,53,995756,70.7,258209,63761,10302
0100000US,,United States,51919,All other information services,808,8 largest firms,2002,60,1202461,85.4,345135,85667,11810
0100000US,,United States,51919,All other information services,820,20 largest firms,2002,75,1315749,93.4,381710,95390,12761
0100000US,,United States,51919,All other information services,850,50 largest firms,2002,127,1374243,97.6,402135,100056,13352
0100000US,,United States,519190,All other information services,001,All firms,2002,257,1408501,100.0,413686,102735,13822
0100000US,,United States,519190,All other information services,804,4 largest firms,2002,53,995756,70.7,258209,63761,10302
0100000US,,United States,519190,All other information services,808,8 largest firms,2002,60,1202461,85.4,345135,85667,11810
0100000US,,United States,519190,All other information services,820,20 largest firms,2002,75,1315749,93.4,381710,95390,12761
0100000US,,United States,519190,All other information services,850,50 largest firms,2002,127,1374243,97.6,402135,100056,13352
