GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,CONCENFI.id,CONCENFI.display-label,YEAR.id,ESTAB,RCPTOT,VAL_PCT,PAYANN,PAYQ1T,EMP
0100000US,,United States,51121,Software publishers,850,50 largest firms,2002,1380,68993381,66.7,20241698,4993516,162590
0100000US,,United States,511210,Software publishers,001,All firms,2002,9953,103505848,100.0,34934949,8808823,356708
0100000US,,United States,511210,Software publishers,804,4 largest firms,2002,196,40889885,39.5,9724918,2106331,54521
0100000US,,United States,511210,Software publishers,808,8 largest firms,2002,455,47191934,45.6,11858521,2688301,75140
0100000US,,United States,511210,Software publishers,820,20 largest firms,2002,887,58254332,56.3,16472547,3979653,120636
0100000US,,United States,511210,Software publishers,850,50 largest firms,2002,1380,68993381,66.7,20241698,4993516,162590
0100000US,,United States,512,Motion picture and sound recording industries,001,All firms,2002,22458,78250368,100.0,12599117,3107622,303148
0100000US,,United States,512,Motion picture and sound recording industries,804,4 largest firms,2002,151,29012743,37.1,3214426,800888,35946
0100000US,,United States,512,Motion picture and sound recording industries,808,8 largest firms,2002,352,40686103,52.0,4324303,1093917,55805
0100000US,,United States,512,Motion picture and sound recording industries,820,20 largest firms,2002,2030,50778897,64.9,5394657,1355659,122300
0100000US,,United States,512,Motion picture and sound recording industries,850,50 largest firms,2002,2658,56991983,72.8,6777960,1674700,151512
0100000US,,United States,5121,Motion picture and video industries,001,All firms,2002,19074,62926611,100.0,10352661,2552159,271225
0100000US,,United States,5121,Motion picture and video industries,804,4 largest firms,2002,196,23561510,37.4,2562508,651255,38749
0100000US,,United States,5121,Motion picture and video industries,808,8 largest firms,2002,279,32247243,51.2,3268154,841045,47322
0100000US,,United States,5121,Motion picture and video industries,820,20 largest firms,2002,1932,40483295,64.3,4422377,1135010,115232
0100000US,,United States,5121,Motion picture and video industries,850,50 largest firms,2002,2493,45021002,71.5,5326987,1313934,139296
0100000US,,United States,51211,Motion picture and video production,001,All firms,2002,11163,46761808,100.0,7389791,1826559,111112
0100000US,,United States,51211,Motion picture and video production,804,4 largest firms,2002,96,22996558,49.2,2474407,629520,33640
0100000US,,United States,51211,Motion picture and video production,808,8 largest firms,2002,175,31613384,67.6,3158466,813592,42002
0100000US,,United States,51211,Motion picture and video production,820,20 largest firms,2002,189,34408864,73.6,3849787,953024,47009
0100000US,,United States,51211,Motion picture and video production,850,50 largest firms,2002,240,36607779,78.3,4308173,1074139,52419
0100000US,,United States,512110,Motion picture and video production,001,All firms,2002,11163,46761808,100.0,7389791,1826559,111112
0100000US,,United States,512110,Motion picture and video production,804,4 largest firms,2002,96,22996558,49.2,2474407,629520,33640
0100000US,,United States,512110,Motion picture and video production,808,8 largest firms,2002,175,31613384,67.6,3158466,813592,42002
0100000US,,United States,512110,Motion picture and video production,820,20 largest firms,2002,189,34408864,73.6,3849787,953024,47009
0100000US,,United States,512110,Motion picture and video production,850,50 largest firms,2002,240,36607779,78.3,4308173,1074139,52419
0100000US,,United States,51212,Motion picture and video distribution,001,All firms,2002,484,1161901,100.0,200426,49666,3760
0100000US,,United States,51212,Motion picture and video distribution,804,4 largest firms,2002,13,334765,28.8,27370,7529,692
0100000US,,United States,51212,Motion picture and video distribution,808,8 largest firms,2002,37,484821,41.7,52321,13170,1029
0100000US,,United States,51212,Motion picture and video distribution,820,20 largest firms,2002,49,704944,60.7,90031,22456,1671
0100000US,,United States,51212,Motion picture and video distribution,850,50 largest firms,2002,82,894792,77.0,118911,29769,2182
0100000US,,United States,512120,Motion picture and video distribution,001,All firms,2002,484,1161901,100.0,200426,49666,3760
0100000US,,United States,512120,Motion picture and video distribution,804,4 largest firms,2002,13,334765,28.8,27370,7529,692
0100000US,,United States,512120,Motion picture and video distribution,808,8 largest firms,2002,37,484821,41.7,52321,13170,1029
0100000US,,United States,512120,Motion picture and video distribution,820,20 largest firms,2002,49,704944,60.7,90031,22456,1671
0100000US,,United States,512120,Motion picture and video distribution,850,50 largest firms,2002,82,894792,77.0,118911,29769,2182
0100000US,,United States,51213,Motion picture and video exhibition,001,All firms,2002,5264,10837750,100.0,1272512,289946,129982
0100000US,,United States,51213,Motion picture and video exhibition,804,4 largest firms,2002,990,4514753,41.7,448710,106099,41500
0100000US,,United States,51213,Motion picture and video exhibition,808,8 largest firms,2002,1704,6494683,59.9,692375,160111,66001
0100000US,,United States,51213,Motion picture and video exhibition,820,20 largest firms,2002,2297,8147743,75.2,855493,197148,84349
0100000US,,United States,51213,Motion picture and video exhibition,850,50 largest firms,2002,2667,9006353,83.1,954428,220739,96099
0100000US,,United States,512131,Motion picture theaters (except drive-ins),001,All firms,2002,4979,10729734,100.0,1251767,286629,128468
0100000US,,United States,512131,Motion picture theaters (except drive-ins),804,4 largest firms,2002,990,4514753,42.1,448710,106099,41500
0100000US,,United States,512131,Motion picture theaters (except drive-ins),808,8 largest firms,2002,1688,6467031,60.3,685845,158999,65604
0100000US,,United States,512131,Motion picture theaters (except drive-ins),820,20 largest firms,2002,2275,8113707,75.6,847558,195723,83798
0100000US,,United States,512131,Motion picture theaters (except drive-ins),850,50 largest firms,2002,2641,8970584,83.6,946197,219289,95542
0100000US,,United States,512132,Drive-in motion picture theaters,001,All firms,2002,285,108016,100.0,20745,3317,1514
0100000US,,United States,512132,Drive-in motion picture theaters,804,4 largest firms,2002,24,42840,39.7,9193,1748,673
0100000US,,United States,512132,Drive-in motion picture theaters,808,8 largest firms,2002,30,51863,48.0,11280,2200,905
0100000US,,United States,512132,Drive-in motion picture theaters,820,20 largest firms,2002,52,63147,58.5,13195,2508,1015
0100000US,,United States,512132,Drive-in motion picture theaters,850,50 largest firms,2002,83,79192,73.3,15943,2863,1208
0100000US,,United States,51219,Postproduction services and other motion picture and video industries,001,All firms,2002,2163,4165152,100.0,1489932,385988,26371
0100000US,,United States,51219,Postproduction services and other motion picture and video industries,804,4 largest firms,2002,38,1249697,30.0,358351,103680,5498
0100000US,,United States,51219,Postproduction services and other motion picture and video industries,808,8 largest firms,2002,44,1595382,38.3,465863,131364,7183
0100000US,,United States,51219,Postproduction services and other motion picture and video industries,820,20 largest firms,2002,73,1999228,48.0,635828,173690,9733
0100000US,,United States,51219,Postproduction services and other motion picture and video industries,850,50 largest firms,2002,134,2502021,60.1,839939,225726,12832
0100000US,,United States,512191,Teleproduction and other postproduction services,001,All firms,2002,1847,3209083,100.0,1254471,329202,22368
0100000US,,United States,512191,Teleproduction and other postproduction services,804,4 largest firms,2002,37,832587,25.9,290789,88028,4741
0100000US,,United States,512191,Teleproduction and other postproduction services,808,8 largest firms,2002,54,1010667,31.5,361790,108483,5918
0100000US,,United States,512191,Teleproduction and other postproduction services,820,20 largest firms,2002,78,1327666,41.4,502170,141035,7830
0100000US,,United States,512191,Teleproduction and other postproduction services,850,50 largest firms,2002,132,1780245,55.5,690269,186585,10505
0100000US,,United States,512199,Other motion picture and video industries,001,All firms,2002,316,956069,100.0,235461,56786,4003
0100000US,,United States,512199,Other motion picture and video industries,804,4 largest firms,2002,6,737654,77.2,161501,40140,2302
0100000US,,United States,512199,Other motion picture and video industries,808,8 largest firms,2002,15,788799,82.5,177351,43440,2549
0100000US,,United States,512199,Other motion picture and video industries,820,20 largest firms,2002,29,838963,87.8,195835,48016,2921
0100000US,,United States,512199,Other motion picture and video industries,850,50 largest firms,2002,61,886380,92.7,210409,51506,3260
0100000US,,United States,5122,Sound recording industries,001,All firms,2002,3384,15323757,100.0,2246456,555463,31923
0100000US,,United States,5122,Sound recording industries,804,4 largest firms,2002,87,9332188,60.9,1148096,269105,9503
0100000US,,United States,5122,Sound recording industries,808,8 largest firms,2002,136,12008873,78.4,1461447,362546,13376
0100000US,,United States,5122,Sound recording industries,820,20 largest firms,2002,234,13028087,85.0,1613951,402295,15964
0100000US,,United States,5122,Sound recording industries,850,50 largest firms,2002,297,13611828,88.8,1728867,430807,18085
0100000US,,United States,51221,Record production,001,All firms,2002,349,336600,100.0,68888,18466,1582
0100000US,,United States,51221,Record production,804,4 largest firms,2002,5,123913,36.8,8223,2566,67
0100000US,,United States,51221,Record production,808,8 largest firms,2002,9,157847,46.9,12360,3509,176
0100000US,,United States,51221,Record production,820,20 largest firms,2002,21,203495,60.5,27609,6585,484
0100000US,,United States,51221,Record production,850,50 largest firms,2002,51,258603,76.8,45470,12192,891
0100000US,,United States,512210,Record production,001,All firms,2002,349,336600,100.0,68888,18466,1582
0100000US,,United States,512210,Record production,804,4 largest firms,2002,5,123913,36.8,8223,2566,67
0100000US,,United States,512210,Record production,808,8 largest firms,2002,9,157847,46.9,12360,3509,176
0100000US,,United States,512210,Record production,820,20 largest firms,2002,21,203495,60.5,27609,6585,484
0100000US,,United States,512210,Record production,850,50 largest firms,2002,51,258603,76.8,45470,12192,891
0100000US,,United States,51222,Integrated record production/distribution,001,All firms,2002,437,10511732,100.0,1452355,367279,13975
0100000US,,United States,51222,Integrated record production/distribution,804,4 largest firms,2002,82,8516183,81.0,1162459,294655,9441
0100000US,,United States,51222,Integrated record production/distribution,808,8 largest firms,2002,112,9799669,93.2,1308342,328969,11207
0100000US,,United States,51222,Integrated record production/distribution,820,20 largest firms,2002,128,10126278,96.3,1364050,345196,11900
0100000US,,United States,51222,Integrated record production/distribution,850,50 largest firms,2002,165,10344487,98.4,1414422,357951,12895
0100000US,,United States,512220,Integrated record production/distribution,001,All firms,2002,437,10511732,100.0,1452355,367279,13975
0100000US,,United States,512220,Integrated record production/distribution,804,4 largest firms,2002,82,8516183,81.0,1162459,294655,9441
0100000US,,United States,512220,Integrated record production/distribution,808,8 largest firms,2002,112,9799669,93.2,1308342,328969,11207
0100000US,,United States,512220,Integrated record production/distribution,820,20 largest firms,2002,128,10126278,96.3,1364050,345196,11900
0100000US,,United States,512220,Integrated record production/distribution,850,50 largest firms,2002,165,10344487,98.4,1414422,357951,12895
0100000US,,United States,51223,Music publishers,001,All firms,2002,619,3348360,100.0,340775,79288,5943
0100000US,,United States,51223,Music publishers,804,4 largest firms,2002,19,1856565,55.4,145503,35306,1937
0100000US,,United States,51223,Music publishers,808,8 largest firms,2002,25,2414062,72.1,177178,41649,2468
0100000US,,United States,51223,Music publishers,820,20 largest firms,2002,54,2958643,88.4,239754,56087,3441
0100000US,,United States,51223,Music publishers,850,50 largest firms,2002,88,3137839,93.7,279474,65117,4264
0100000US,,United States,512230,Music publishers,001,All firms,2002,619,3348360,100.0,340775,79288,5943
0100000US,,United States,512230,Music publishers,804,4 largest firms,2002,19,1856565,55.4,145503,35306,1937
0100000US,,United States,512230,Music publishers,808,8 largest firms,2002,25,2414062,72.1,177178,41649,2468
0100000US,,United States,512230,Music publishers,820,20 largest firms,2002,54,2958643,88.4,239754,56087,3441
0100000US,,United States,512230,Music publishers,850,50 largest firms,2002,88,3137839,93.7,279474,65117,4264
0100000US,,United States,51224,Sound recording studios,001,All firms,2002,1488,664248,100.0,238160,55698,6150
0100000US,,United States,51224,Sound recording studios,804,4 largest firms,2002,8,64202,9.7,28864,6237,381
0100000US,,United States,51224,Sound recording studios,808,8 largest firms,2002,14,98105,14.8,45065,10293,612
0100000US,,United States,51224,Sound recording studios,820,20 largest firms,2002,32,157216,23.7,70361,16873,1106
0100000US,,United States,51224,Sound recording studios,850,50 largest firms,2002,66,239644,36.1,100886,23609,1789
0100000US,,United States,512240,Sound recording studios,001,All firms,2002,1488,664248,100.0,238160,55698,6150
0100000US,,United States,512240,Sound recording studios,804,4 largest firms,2002,8,64202,9.7,28864,6237,381
0100000US,,United States,512240,Sound recording studios,808,8 largest firms,2002,14,98105,14.8,45065,10293,612
0100000US,,United States,512240,Sound recording studios,820,20 largest firms,2002,32,157216,23.7,70361,16873,1106
0100000US,,United States,512240,Sound recording studios,850,50 largest firms,2002,66,239644,36.1,100886,23609,1789
0100000US,,United States,51229,Other sound recording industries,001,All firms,2002,491,462817,100.0,146278,34732,4273
0100000US,,United States,51229,Other sound recording industries,804,4 largest firms,2002,94,257652,55.7,80023,18898,2138
0100000US,,United States,51229,Other sound recording industries,808,8 largest firms,2002,110,294065,63.5,88785,20993,2431
0100000US,,United States,51229,Other sound recording industries,820,20 largest firms,2002,124,337192,72.9,105488,24640,2729
0100000US,,United States,51229,Other sound recording industries,850,50 largest firms,2002,154,379954,82.1,121643,28596,3224
0100000US,,United States,512290,Other sound recording industries,001,All firms,2002,491,462817,100.0,146278,34732,4273
0100000US,,United States,512290,Other sound recording industries,804,4 largest firms,2002,94,257652,55.7,80023,18898,2138
0100000US,,United States,512290,Other sound recording industries,808,8 largest firms,2002,110,294065,63.5,88785,20993,2431
0100000US,,United States,512290,Other sound recording industries,820,20 largest firms,2002,124,337192,72.9,105488,24640,2729
0100000US,,United States,512290,Other sound recording industries,850,50 largest firms,2002,154,379954,82.1,121643,28596,3224
0100000US,,United States,5122902,Producers of taped radio programs,001,All firms,2002,143,93410,100.0,30625,7759,1036
0100000US,,United States,5122902,Producers of taped radio programs,804,4 largest firms,2002,5,32406,34.7,11222,2874,353
0100000US,,United States,5122902,Producers of taped radio programs,808,8 largest firms,2002,11,45265,48.5,14214,3587,436
0100000US,,United States,5122902,Producers of taped radio programs,820,20 largest firms,2002,23,59811,64.0,18949,4592,569
0100000US,,United States,5122902,Producers of taped radio programs,850,50 largest firms,2002,53,77943,83.4,24878,6129,782
0100000US,,United States,5122909,All other sound recording industries (except producers of taped radio programs),001,All firms,2002,348,369407,100.0,115653,26973,3237
0100000US,,United States,5122909,All other sound recording industries (except producers of taped radio programs),804,4 largest firms,2002,105,256697,69.5,79298,18635,2057
0100000US,,United States,5122909,All other sound recording industries (except producers of taped radio programs),808,8 largest firms,2002,109,282053,76.4,87580,20344,2220
0100000US,,United States,5122909,All other sound recording industries (except producers of taped radio programs),820,20 largest firms,2002,121,306248,82.9,97457,22854,2487
0100000US,,United States,5122909,All other sound recording industries (except producers of taped radio programs),850,50 largest firms,2002,151,335631,90.9,106635,25007,2804
0100000US,,United States,515,Broadcasting (except Internet),001,All firms,2002,9540,73962118,100.0,14438885,3760498,291361
0100000US,,United States,515,Broadcasting (except Internet),804,4 largest firms,2002,336,30447124,41.2,4358138,1215107,54453
0100000US,,United States,515,Broadcasting (except Internet),808,8 largest firms,2002,1819,42460404,57.4,6315630,1706694,95976
0100000US,,United States,515,Broadcasting (except Internet),820,20 largest firms,2002,2181,51725690,69.9,7964583,2151872,123441
0100000US,,United States,515,Broadcasting (except Internet),850,50 largest firms,2002,2704,59790932,80.8,10031996,2659343,163272
0100000US,,United States,5151,Radio and television broadcasting,001,All firms,2002,8851,48589052,100.0,11590880,2876490,252221
0100000US,,United States,5151,Radio and television broadcasting,804,4 largest firms,2002,277,18974912,39.1,3375491,835241,43330
0100000US,,United States,5151,Radio and television broadcasting,808,8 largest firms,2002,1771,26056809,53.6,5025704,1267506,82421
0100000US,,United States,5151,Radio and television broadcasting,820,20 largest firms,2002,2038,32346115,66.6,6408475,1598173,109107
0100000US,,United States,5151,Radio and television broadcasting,850,50 largest firms,2002,2569,38155360,78.5,8004836,1985901,142466
0100000US,,United States,51511,Radio broadcasting,001,All firms,2002,6893,15602466,100.0,4762176,1187368,127892
0100000US,,United States,51511,Radio broadcasting,804,4 largest firms,2002,1504,6856199,43.9,1750897,446273,41147
0100000US,,United States,51511,Radio broadcasting,808,8 largest firms,2002,1615,8299573,53.2,2189565,552048,49999
0100000US,,United States,51511,Radio broadcasting,820,20 largest firms,2002,1853,10241688,65.6,2770534,694142,61079
0100000US,,United States,51511,Radio broadcasting,850,50 largest firms,2002,2029,11582476,74.2,3193188,801063,69901
0100000US,,United States,515111,Radio networks,001,All firms,2002,599,2099149,100.0,570116,140367,11092
0100000US,,United States,515111,Radio networks,804,4 largest firms,2002,59,1129593,53.8,269674,65667,3947
0100000US,,United States,515111,Radio networks,808,8 largest firms,2002,84,1345081,64.1,351170,88570,5141
0100000US,,United States,515111,Radio networks,820,20 largest firms,2002,115,1655904,78.9,424253,105486,6415
0100000US,,United States,515111,Radio networks,850,50 largest firms,2002,233,1899001,90.5,496668,123026,8286
0100000US,,United States,515112,Radio stations,001,All firms,2002,6294,13503317,100.0,4192060,1047001,116800
0100000US,,United States,515112,Radio stations,804,4 largest firms,2002,1505,6343813,47.0,1676567,424638,40926
0100000US,,United States,515112,Radio stations,808,8 largest firms,2002,1632,7491120,55.5,2016630,509871,48960
0100000US,,United States,515112,Radio stations,820,20 largest firms,2002,1795,9168380,67.9,2519340,634443,57619
0100000US,,United States,515112,Radio stations,850,50 largest firms,2002,1947,10212296,75.6,2875800,721257,65066
0100000US,,United States,51512,Television broadcasting,001,All firms,2002,1958,32986586,100.0,6828704,1689122,124329
0100000US,,United States,51512,Television broadcasting,804,4 largest firms,2002,153,16570721,50.2,2686406,663292,33102
0100000US,,United States,51512,Television broadcasting,808,8 largest firms,2002,265,20085244,60.9,3423543,861776,44595
0100000US,,United States,51512,Television broadcasting,820,20 largest firms,2002,517,25062622,76.0,4483730,1117708,64840
0100000US,,United States,51512,Television broadcasting,850,50 largest firms,2002,774,28904373,87.6,5546688,1372111,88206
0100000US,,United States,515120,Television broadcasting,001,All firms,2002,1958,32986586,100.0,6828704,1689122,124329
0100000US,,United States,515120,Television broadcasting,804,4 largest firms,2002,153,16570721,50.2,2686406,663292,33102
0100000US,,United States,515120,Television broadcasting,808,8 largest firms,2002,265,20085244,60.9,3423543,861776,44595
0100000US,,United States,515120,Television broadcasting,820,20 largest firms,2002,517,25062622,76.0,4483730,1117708,64840
0100000US,,United States,515120,Television broadcasting,850,50 largest firms,2002,774,28904373,87.6,5546688,1372111,88206
0100000US,,United States,5152,Cable and other subscription programming,001,All firms,2002,689,25373066,100.0,2848005,884008,39140
0100000US,,United States,5152,Cable and other subscription programming,804,4 largest firms,2002,65,16222017,63.9,1457001,500489,17417
0100000US,,United States,5152,Cable and other subscription programming,808,8 largest firms,2002,213,19713273,77.7,1794414,597560,21478
0100000US,,United States,5152,Cable and other subscription programming,820,20 largest firms,2002,303,23312812,91.9,2477767,784700,29456
0100000US,,United States,5152,Cable and other subscription programming,850,50 largest firms,2002,363,24976289,98.4,2743844,857469,36412
0100000US,,United States,51521,Cable and other subscription programming,001,All firms,2002,689,25373066,100.0,2848005,884008,39140
0100000US,,United States,51521,Cable and other subscription programming,804,4 largest firms,2002,65,16222017,63.9,1457001,500489,17417
0100000US,,United States,51521,Cable and other subscription programming,808,8 largest firms,2002,213,19713273,77.7,1794414,597560,21478
0100000US,,United States,51521,Cable and other subscription programming,820,20 largest firms,2002,303,23312812,91.9,2477767,784700,29456
0100000US,,United States,51521,Cable and other subscription programming,850,50 largest firms,2002,363,24976289,98.4,2743844,857469,36412
0100000US,,United States,515210,Cable and other subscription programming,001,All firms,2002,689,25373066,100.0,2848005,884008,39140
0100000US,,United States,515210,Cable and other subscription programming,804,4 largest firms,2002,65,16222017,63.9,1457001,500489,17417
0100000US,,United States,515210,Cable and other subscription programming,808,8 largest firms,2002,213,19713273,77.7,1794414,597560,21478
0100000US,,United States,515210,Cable and other subscription programming,820,20 largest firms,2002,303,23312812,91.9,2477767,784700,29456
0100000US,,United States,515210,Cable and other subscription programming,850,50 largest firms,2002,363,24976289,98.4,2743844,857469,36412
0100000US,,United States,516,Internet publishing and broadcasting ,001,All firms,2002,2057,6363468,100.0,2346256,635008,40021
